date,home_team,away_team,home_score,away_score,tournament,neutral
2019-09-10,Croatia,Mexico,0,1,Friendly,False
2019-09-11,Argentina,Costa Rica,0,0,Friendly,False
2019-09-12,Switzerland,England,2,0,Friendly,False
2019-09-13,Belgium,South Korea,1,0,Friendly,False
2019-09-15,Japan,Ecuador,2,1,Friendly,False
2019-09-16,Canada,Denmark,1,4,Friendly,False
2019-09-17,Switzerland,Argentina,0,3,Friendly,False
2019-09-18,Australia,Morocco,1,2,Friendly,False
2019-09-19,Serbia,Canada,4,2,Friendly,False
2019-09-21,Spain,Belgium,2,1,Friendly,False
2019-09-22,Serbia,Croatia,0,1,Friendly,False
2019-09-23,Morocco,Costa Rica,3,1,Friendly,False
2019-09-24,Brazil,Croatia,0,2,Friendly,True
2019-09-26,Germany,Brazil,3,2,Friendly,True
2019-09-27,Panama,Switzerland,0,0,Friendly,False
2019-09-28,Ghana,Panama,3,1,Friendly,False
2019-09-29,Germany,Mexico,3,4,Friendly,False
2019-10-01,Argentina,Brazil,2,2,Friendly,False
2019-10-02,Morocco,Canada,2,1,Friendly,False
2019-10-03,Germany,Canada,3,0,Friendly,True
2019-10-04,USA,Senegal,2,0,Friendly,False
2019-10-05,New Zealand,Belgium,1,2,Friendly,True
2019-10-07,Ghana,Costa Rica,3,3,Friendly,False
2019-10-08,France,Italy,0,1,Friendly,False
2019-10-09,Croatia,Costa Rica,1,0,Friendly,False
2019-10-10,Spain,South Korea,1,0,Friendly,True
2019-10-12,Denmark,Germany,2,2,Friendly,True
2019-10-13,Argentina,France,0,4,Friendly,True
2019-10-14,Australia,Spain,0,0,Friendly,True
2019-10-15,Saudi Arabia,Uruguay,0,3,Friendly,False
2019-10-16,Italy,Switzerland,0,0,Friendly,False
2019-10-18,Portugal,Netherlands,2,2,Friendly,False
2019-10-19,Serbia,Japan,0,0,Friendly,False
2019-10-20,Morocco,Spain,4,2,Friendly,False
2019-10-21,South Korea,Canada,1,2,Friendly,True
2019-10-23,Costa Rica,Mexico,0,2,Friendly,False
2019-10-24,Netherlands,South Korea,5,1,Friendly,False
2019-10-25,Belgium,Italy,3,1,Friendly,False
2019-10-26,Brazil,Serbia,2,1,Friendly,False
2019-10-28,Panama,Belgium,1,1,Friendly,True
2019-10-29,Japan,Costa Rica,3,1,Friendly,False
2019-10-30,Brazil,Croatia,0,2,Friendly,True
2019-10-31,Netherlands,Brazil,3,2,Friendly,False
2019-11-01,Uruguay,Panama,4,2,Friendly,True
2019-11-03,Poland,Uruguay,2,5,Friendly,False
2019-11-04,Belgium,France,4,2,Friendly,False
2019-11-05,Mexico,England,2,0,Friendly,False
2019-11-06,France,Ghana,1,1,Friendly,False
2019-11-08,Spain,Morocco,2,0,Friendly,False
2019-11-09,Netherlands,Morocco,1,1,Friendly,True
2019-11-10,Saudi Arabia,Mexico,0,0,Friendly,False
2019-11-11,Panama,Colombia,2,3,Friendly,False
2019-11-13,Uruguay,Denmark,2,2,Friendly,False
2019-11-14,Qatar,Panama,0,0,Friendly,True
2019-11-15,USA,New Zealand,3,0,Friendly,False
2019-11-16,Spain,England,0,0,Friendly,True
2019-11-17,Spain,Serbia,3,1,Friendly,False
2019-11-19,England,Poland,1,1,Friendly,False
2019-11-20,Ecuador,Spain,1,0,Friendly,False
2019-11-21,Canada,Spain,0,2,Friendly,True
2019-11-22,Switzerland,New Zealand,0,2,Friendly,False
2019-11-24,Switzerland,Netherlands,4,2,Friendly,False
2019-11-25,Belgium,Morocco,0,2,Friendly,True
2019-11-26,Brazil,Ghana,1,0,Friendly,False
2019-11-27,Switzerland,Japan,4,1,Friendly,False
2019-11-29,New Zealand,USA,3,1,Friendly,False
2019-11-30,Saudi Arabia,France,0,1,Friendly,False
2019-12-01,Panama,Colombia,0,1,Friendly,False
2019-12-02,Costa Rica,New Zealand,1,0,Friendly,False
2019-12-03,Panama,Germany,1,3,Friendly,False
2019-12-05,USA,Serbia,1,0,Friendly,False
2019-12-06,Australia,Colombia,3,1,Friendly,False
2019-12-07,Argentina,Belgium,5,0,Friendly,False
2019-12-08,Ghana,Denmark,0,3,Friendly,False
2019-12-10,Qatar,South Korea,1,0,Friendly,False
2019-12-11,Qatar,Spain,1,1,Friendly,False
2019-12-12,Spain,Netherlands,4,0,Friendly,False
2019-12-13,Australia,Panama,3,1,Friendly,True
2019-12-14,Australia,Netherlands,2,2,Friendly,False
2019-12-16,Australia,Mexico,0,1,Friendly,False
2019-12-17,Senegal,New Zealand,2,1,Friendly,False
2019-12-18,Italy,Portugal,3,2,Friendly,False
2019-12-19,Poland,England,1,2,Friendly,False
2019-12-21,Mexico,Saudi Arabia,1,0,Friendly,False
2019-12-22,Canada,Japan,2,1,Friendly,False
2019-12-23,Senegal,Australia,1,1,Friendly,True
2019-12-24,Belgium,Argentina,0,1,Friendly,False
2019-12-26,USA,Croatia,0,0,Friendly,False
2019-12-27,Netherlands,Brazil,3,2,Friendly,False
2019-12-28,Italy,Argentina,0,3,Friendly,False
2019-12-29,Costa Rica,Japan,1,5,Friendly,False
2019-12-30,Ecuador,Croatia,0,2,Friendly,False
2020-01-01,Uruguay,Croatia,0,0,Friendly,True
2020-01-02,Qatar,Croatia,0,3,Friendly,False
2020-01-03,USA,New Zealand,3,2,Friendly,False
2020-01-04,South Korea,Colombia,1,1,Friendly,False
2020-01-06,Qatar,Mexico,0,1,Friendly,False
2020-01-07,Panama,Ghana,2,2,Friendly,False
2020-01-08,Brazil,Argentina,0,2,Friendly,False
2020-01-09,Colombia,Poland,0,0,Friendly,False
2020-01-11,Netherlands,Italy,2,2,Friendly,False
2020-01-12,Morocco,Panama,2,1,Friendly,False
2020-01-13,Denmark,Uruguay,1,2,Friendly,False
2020-01-14,England,South Korea,0,2,Friendly,True
2020-01-15,Mexico,Belgium,2,1,Friendly,False
2020-01-17,Qatar,USA,3,2,Friendly,False
2020-01-18,Argentina,Belgium,2,1,Friendly,True
2020-01-19,Mexico,Serbia,1,1,Friendly,False
2020-01-20,Italy,Ghana,0,4,Friendly,False
2020-01-22,Spain,Switzerland,4,1,Friendly,False
2020-01-23,Germany,Colombia,1,1,Friendly,False
2020-01-24,Qatar,Uruguay,2,2,Friendly,False
2020-01-25,Panama,England,1,1,Friendly,False
2020-01-27,Senegal,Ghana,2,3,Friendly,False
2020-01-28,Panama,Denmark,0,1,Friendly,False
2020-01-29,Brazil,Ghana,2,0,Friendly,False
2020-01-30,Australia,Spain,0,0,Friendly,True
2020-01-31,Argentina,Portugal,3,1,Friendly,True
2020-02-02,Germany,Saudi Arabia,1,2,Friendly,True
2020-02-03,Poland,Panama,3,1,Friendly,True
2020-02-04,Denmark,Serbia,1,0,Friendly,False
2020-02-05,Panama,Uruguay,1,0,Friendly,False
2020-02-07,Colombia,Brazil,1,4,Friendly,False
2020-02-08,Belgium,Spain,2,4,Friendly,False
2020-02-09,USA,Portugal,2,1,Friendly,False
2020-02-10,Ghana,Mexico,1,2,Friendly,True
2020-02-11,Denmark,Belgium,0,1,Friendly,False
2020-02-13,Saudi Arabia,France,0,2,Friendly,True
2020-02-14,Canada,Spain,0,2,Friendly,False
2020-02-15,Uruguay,Colombia,2,1,Friendly,False
2020-02-16,Brazil,Uruguay,1,0,Friendly,True
2020-02-18,Switzerland,Denmark,2,0,Friendly,True
2020-02-19,Germany,Costa Rica,5,2,Friendly,False
2020-02-20,Mexico,USA,1,2,Friendly,False
2020-02-21,Australia,Switzerland,0,1,Friendly,False
2020-02-23,Serbia,Denmark,0,1,Friendly,False
2020-02-24,Switzerland,Italy,3,1,Friendly,False
2020-02-25,Qatar,Brazil,0,2,Friendly,False
2020-02-26,Netherlands,Portugal,3,0,Friendly,False
2020-02-27,Uruguay,Portugal,2,2,Friendly,False
2020-02-29,Germany,Ecuador,1,0,Friendly,False
2020-03-01,USA,Canada,2,2,Friendly,False
2020-03-02,Italy,Colombia,3,2,Friendly,False
2020-03-03,Portugal,Ecuador,0,0,Friendly,True
2020-03-05,Brazil,Serbia,2,0,Friendly,False
2020-03-06,Senegal,Saudi Arabia,1,0,Friendly,False
2020-03-07,Canada,Croatia,0,3,Friendly,True
2020-03-08,Switzerland,Poland,3,0,Friendly,False
2020-03-10,Italy,Senegal,2,2,Friendly,False
2020-03-11,Netherlands,Italy,2,0,Friendly,True
2020-03-12,Costa Rica,Denmark,2,3,Friendly,False
2020-03-13,Panama,Senegal,0,2,Friendly,False
2020-03-14,Qatar,Mexico,1,1,Friendly,False
2020-03-16,Saudi Arabia,Brazil,1,2,Friendly,False
2020-03-17,Japan,Germany,3,2,Friendly,False
2020-03-18,Ecuador,Colombia,2,0,Friendly,False
2020-03-19,USA,South Korea,3,1,Friendly,False
2020-03-21,Poland,Australia,1,1,Friendly,False
2020-03-22,Netherlands,Denmark,5,1,Friendly,False
2020-03-23,Qatar,Costa Rica,0,1,Friendly,True
2020-03-24,Spain,Croatia,0,1,Friendly,True
2020-03-26,Germany,Australia,1,0,Friendly,True
2020-03-27,Denmark,Panama,2,1,Friendly,True
2020-03-28,Mexico,Denmark,2,1,Friendly,False
2020-03-29,Italy,Netherlands,0,1,Friendly,False
2020-03-30,Japan,Uruguay,2,0,Friendly,False
2020-04-01,Costa Rica,Portugal,1,2,Friendly,False
2020-04-02,Qatar,Japan,3,1,Friendly,False
2020-04-03,Spain,Germany,1,2,Friendly,True
2020-04-04,Australia,Denmark,3,1,Friendly,False
2020-04-06,Australia,Senegal,1,2,Friendly,True
2020-04-07,Argentina,Croatia,2,0,Friendly,True
2020-04-08,Portugal,Uruguay,2,0,Friendly,True
2020-04-09,Colombia,South Korea,2,1,Friendly,True
2020-04-11,France,Switzerland,0,0,Friendly,False
2020-04-12,Canada,Switzerland,0,3,Friendly,False
2020-04-13,Belgium,Croatia,1,2,Friendly,False
2020-04-14,Colombia,USA,2,1,Friendly,True
2020-04-15,Croatia,France,3,2,Friendly,False
2020-04-17,Japan,Costa Rica,5,0,Friendly,False
2020-04-18,South Korea,Argentina,1,3,Friendly,False
2020-04-19,Denmark,Morocco,1,3,Friendly,False
2020-04-20,Colombia,Mexico,2,0,Friendly,False
2020-04-22,South Korea,Denmark,2,0,Friendly,True
2020-04-23,Netherlands,South Korea,1,0,Friendly,False
2020-04-24,Saudi Arabia,Japan,2,4,Friendly,False
2020-04-25,Senegal,Costa Rica,0,1,Friendly,False
2020-04-26,England,Belgium,2,0,Friendly,True
2020-04-28,Panama,Qatar,1,1,Friendly,True
2020-04-29,New Zealand,Italy,0,3,Friendly,True
2020-04-30,Canada,Portugal,0,3,Friendly,True
2020-05-01,Senegal,France,0,1,Friendly,False
2020-05-03,Mexico,Australia,2,3,Friendly,False
2020-05-04,Belgium,Saudi Arabia,2,0,Friendly,False
2020-05-05,Japan,Italy,0,1,Friendly,True
2020-05-06,Canada,Portugal,0,4,Friendly,False
2020-05-08,France,Senegal,0,1,Friendly,True
2020-05-09,Morocco,Italy,1,0,Friendly,False
2020-05-10,Germany,Croatia,3,1,Friendly,False
2020-05-11,Colombia,Netherlands,1,1,Friendly,False
2020-05-12,Saudi Arabia,Belgium,1,0,Friendly,False
2020-05-14,Japan,Australia,0,0,Friendly,False
2020-05-15,Serbia,France,1,1,Friendly,False
2020-05-16,Canada,Panama,0,1,Friendly,False
2020-05-17,Netherlands,France,6,3,Friendly,False
2020-05-19,Uruguay,Senegal,2,0,Friendly,False
2020-05-20,England,Poland,2,1,Friendly,False
2020-05-21,Poland,Colombia,2,1,Friendly,False
2020-05-22,Switzerland,Australia,1,2,Friendly,False
2020-05-24,Qatar,Denmark,1,2,Friendly,False
2020-05-25,Brazil,Colombia,2,2,Friendly,False
2020-05-26,Croatia,France,2,3,Friendly,True
2020-05-27,Portugal,Morocco,3,1,Friendly,False
2020-05-28,Croatia,Denmark,1,3,Friendly,False
2020-05-30,New Zealand,Japan,3,1,Friendly,False
2020-05-31,Canada,Italy,0,0,Friendly,False
2020-06-01,Costa Rica,Poland,2,1,Friendly,False
2020-06-02,Saudi Arabia,USA,2,1,Friendly,True
2020-06-04,Portugal,Germany,2,0,Friendly,True
2020-06-05,Serbia,France,0,3,Friendly,True
2020-06-06,Panama,Serbia,1,1,Friendly,False
2020-06-07,England,Japan,1,0,Friendly,False
2020-06-09,Switzerland,England,0,2,Friendly,False
2020-06-10,Australia,England,0,2,Friendly,False
2020-06-11,Qatar,England,0,2,Friendly,False
2020-06-12,Brazil,New Zealand,6,0,Friendly,False
2020-06-13,Canada,Croatia,0,1,Friendly,False
2020-06-15,Panama,Spain,3,3,Friendly,False
2020-06-16,Argentina,France,2,0,Friendly,False
2020-06-17,Switzerland,Argentina,0,1,Friendly,True
2020-06-18,France,England,2,1,Friendly,True
2020-06-20,Australia,Croatia,1,1,Friendly,True
2020-06-21,Germany,Costa Rica,1,0,Friendly,False
2020-06-22,Colombia,Morocco,3,2,Friendly,False
2020-06-23,Costa Rica,Ecuador,1,2,Friendly,False
2020-06-24,Switzerland,Netherlands,1,3,Friendly,True
2020-06-26,Japan,Colombia,0,2,Friendly,False
2020-06-27,Croatia,Poland,1,0,Friendly,False
2020-06-28,Denmark,Senegal,2,1,Friendly,True
2020-06-29,Brazil,Morocco,3,1,Friendly,False
2020-07-01,Poland,Croatia,1,3,Friendly,False
2020-07-02,Italy,France,3,1,Friendly,False
2020-07-03,Uruguay,Croatia,2,1,Friendly,False
2020-07-04,Portugal,Belgium,0,0,Friendly,False
2020-07-06,Costa Rica,New Zealand,0,0,Friendly,False
2020-07-07,Netherlands,Senegal,0,2,Friendly,True
2020-07-08,Brazil,Argentina,3,2,Friendly,False
2020-07-09,Qatar,Japan,0,2,Friendly,False
2020-07-10,Serbia,Senegal,3,2,Friendly,True
2020-07-12,Morocco,Senegal,3,1,Friendly,False
2020-07-13,Italy,Australia,2,0,Friendly,False
2020-07-14,Brazil,France,1,1,Friendly,False
2020-07-15,South Korea,Mexico,3,1,Friendly,True
2020-07-17,Canada,Denmark,0,0,Friendly,False
2020-07-18,Colombia,Ecuador,0,1,Friendly,False
2020-07-19,Belgium,England,2,1,Friendly,False
2020-07-20,Morocco,Qatar,2,0,Friendly,False
2020-07-22,Qatar,Portugal,1,2,Friendly,False
2020-07-23,Mexico,Italy,1,5,Friendly,True
2020-07-24,Brazil,South Korea,2,1,Friendly,False
2020-07-25,Ghana,Saudi Arabia,2,0,Friendly,True
2020-07-26,South Korea,Croatia,2,3,Friendly,False
2020-07-28,Portugal,England,0,1,Friendly,False
2020-07-29,Ghana,Saudi Arabia,4,2,Friendly,False
2020-07-30,Italy,Panama,1,1,Friendly,True
2020-07-31,Panama,Ecuador,0,0,Friendly,False
2020-08-02,South Korea,Costa Rica,3,0,Friendly,False
2020-08-03,Poland,Senegal,1,4,Friendly,False
2020-08-04,Canada,Netherlands,2,3,Friendly,False
2020-08-05,Netherlands,Denmark,2,1,Friendly,False
2020-08-07,USA,Canada,0,4,Friendly,True
2020-08-08,Qatar,Netherlands,0,4,Friendly,False
2020-08-09,Netherlands,Italy,2,4,Friendly,False
2020-08-10,France,Spain,5,0,Friendly,False
2020-08-11,Poland,Saudi Arabia,3,2,Friendly,False
2020-08-13,Denmark,Panama,2,1,Friendly,False
2020-08-14,Poland,Spain,2,1,Friendly,False
2020-08-15,Uruguay,Ecuador,2,1,Friendly,False
2020-08-16,Japan,Ecuador,2,1,Friendly,False
2020-08-18,Netherlands,Denmark,3,1,Friendly,True
2020-08-19,Senegal,Belgium,2,0,Friendly,False
2020-08-20,Switzerland,Qatar,1,0,Friendly,False
2020-08-21,Morocco,France,2,1,Friendly,False
2020-08-22,Serbia,Italy,1,2,Friendly,False
2020-08-24,Germany,Panama,1,0,Friendly,False
2020-08-25,England,Denmark,2,0,Friendly,False
2020-08-26,Netherlands,Germany,1,1,Friendly,False
2020-08-27,Poland,Canada,3,0,Friendly,True
2020-08-29,Poland,Ecuador,1,1,Friendly,False
2020-08-30,Australia,England,2,2,Friendly,False
2020-08-31,Australia,Qatar,1,3,Friendly,False
2020-09-01,Netherlands,England,0,2,Friendly,False
2020-09-03,Japan,Portugal,1,2,Friendly,False
2020-09-04,Denmark,Serbia,1,1,Friendly,False
2020-09-05,Ghana,New Zealand,0,1,Friendly,False
2020-09-06,USA,Ecuador,1,1,Friendly,True
2020-09-07,Netherlands,Japan,2,0,Friendly,True
2020-09-09,Japan,Morocco,0,0,Friendly,False
2020-09-10,USA,Qatar,2,2,Friendly,False
2020-09-11,Colombia,Italy,2,2,Friendly,False
2020-09-12,Argentina,Ecuador,3,0,Friendly,False
2020-09-14,Colombia,USA,1,4,Friendly,False
2020-09-15,Canada,Senegal,2,1,Friendly,False
2020-09-16,Mexico,Serbia,6,1,Friendly,False
2020-09-17,Australia,France,4,3,Friendly,False
2020-09-19,Canada,Brazil,0,2,Friendly,False
2020-09-20,Belgium,Argentina,2,2,Friendly,False
2020-09-21,Qatar,Poland,1,1,Friendly,False
2020-09-22,Belgium,Italy,2,0,Friendly,False
2020-09-23,Croatia,USA,4,0,Friendly,True
2020-09-25,Costa Rica,Colombia,1,1,Friendly,False
2020-09-26,Uruguay,Panama,0,0,Friendly,True
2020-09-27,Serbia,England,1,2,Friendly,False
2020-09-28,Mexico,England,0,2,Friendly,True
2020-09-30,Croatia,Ghana,0,3,Friendly,True
2020-10-01,Morocco,Australia,1,1,Friendly,False
2020-10-02,Saudi Arabia,Mexico,2,2,Friendly,False
2020-10-03,Mexico,Serbia,3,0,Friendly,False
2020-10-05,Saudi Arabia,Mexico,0,2,Friendly,True
2020-10-06,Netherlands,Argentina,0,1,Friendly,True
2020-10-07,Italy,England,1,2,Friendly,False
2020-10-08,Saudi Arabia,Denmark,0,0,Friendly,False
2020-10-09,England,Poland,6,0,Friendly,False
2020-10-11,New Zealand,Denmark,0,1,Friendly,False
2020-10-12,Argentina,Belgium,4,1,Friendly,False
2020-10-13,Panama,Costa Rica,2,1,Friendly,False
2020-10-14,Germany,Panama,2,2,Friendly,False
2020-10-16,Panama,Ecuador,1,3,Friendly,False
2020-10-17,Saudi Arabia,Germany,1,1,Friendly,True
2020-10-18,USA,Qatar,2,0,Friendly,False
2020-10-19,Ecuador,Ghana,0,1,Friendly,False
2020-10-21,Colombia,USA,1,0,Friendly,False
2020-10-22,Switzerland,South Korea,1,0,Friendly,True
2020-10-23,Ecuador,Belgium,1,1,Friendly,True
2020-10-24,Japan,Netherlands,2,1,Friendly,False
2020-10-25,Denmark,Morocco,3,0,Friendly,False
2020-10-27,Serbia,Portugal,3,2,Friendly,True
2020-10-28,Uruguay,Portugal,2,1,Friendly,False
2020-10-29,Costa Rica,Spain,1,1,Friendly,True
2020-10-30,Brazil,Portugal,0,1,Friendly,True
2020-11-01,Denmark,Senegal,1,2,Friendly,True
2020-11-02,Argentina,Colombia,1,2,Friendly,False
2020-11-03,Qatar,Germany,4,5,Friendly,False
2020-11-04,New Zealand,Uruguay,0,1,Friendly,False
2020-11-05,Australia,Spain,1,3,Friendly,False
2020-11-07,Ghana,Argentina,1,2,Friendly,False
2020-11-08,Saudi Arabia,Australia,0,2,Friendly,False
2020-11-09,Spain,England,4,1,Friendly,False
2020-11-10,Japan,Brazil,3,4,Friendly,False
2020-11-12,Australia,New Zealand,2,1,Friendly,False
2020-11-13,Qatar,Morocco,0,2,Friendly,False
2020-11-14,USA,Qatar,1,2,Friendly,False
2020-11-15,France,Belgium,1,0,Friendly,False
2020-11-17,Qatar,Ecuador,2,2,Friendly,False
2020-11-18,Portugal,Costa Rica,2,1,Friendly,True
2020-11-19,Germany,Belgium,2,2,Friendly,False
2020-11-20,Germany,Italy,1,1,Friendly,False
2020-11-21,Argentina,Japan,0,1,Friendly,True
2020-11-23,USA,Qatar,1,2,Friendly,True
2020-11-24,Mexico,Denmark,1,0,Friendly,False
2020-11-25,England,Belgium,1,1,Friendly,False
2020-11-26,Colombia,Senegal,2,2,Friendly,False
2020-11-28,Ecuador,New Zealand,1,1,Friendly,False
2020-11-29,Serbia,Argentina,0,2,Friendly,False
2020-11-30,Belgium,Ecuador,3,2,Friendly,False
2020-12-01,Canada,France,0,6,Friendly,False
2020-12-03,England,Switzerland,1,0,Friendly,False
2020-12-04,France,Australia,6,1,Friendly,False
2020-12-05,Ecuador,South Korea,1,1,Friendly,True
2020-12-06,Portugal,Ghana,5,1,Friendly,False
2020-12-07,Ecuador,Senegal,0,0,Friendly,False
2020-12-09,Switzerland,Germany,2,1,Friendly,True
2020-12-10,Panama,Spain,0,3,Friendly,True
2020-12-11,Morocco,Argentina,0,2,Friendly,True
2020-12-12,USA,Japan,2,1,Friendly,True
2020-12-14,Portugal,Brazil,2,2,Friendly,False
2020-12-15,Saudi Arabia,Italy,0,1,Friendly,False
2020-12-16,Netherlands,Morocco,1,1,Friendly,True
2020-12-17,England,Panama,6,1,Friendly,False
2020-12-19,Croatia,New Zealand,7,1,Friendly,False
2020-12-20,Argentina,Switzerland,2,1,Friendly,False
2020-12-21,New Zealand,Panama,0,0,Friendly,False
2020-12-22,Spain,Colombia,0,0,Friendly,True
2020-12-23,Panama,Colombia,0,2,Friendly,False
2020-12-25,Argentina,Italy,1,1,Friendly,False
2020-12-26,Italy,Australia,1,1,Friendly,False
2020-12-27,Argentina,Netherlands,3,2,Friendly,True
2020-12-28,Morocco,South Korea,2,2,Friendly,False
2020-12-30,South Korea,Argentina,0,1,Friendly,True
2020-12-31,Argentina,Serbia,5,1,Friendly,True
2021-01-01,Brazil,Denmark,3,1,Friendly,False
2021-01-02,New Zealand,Canada,1,2,Friendly,False
2021-01-03,Mexico,Denmark,0,2,Friendly,False
2021-01-05,England,Morocco,3,0,Friendly,False
2021-01-06,Argentina,Qatar,2,2,Friendly,False
2021-01-07,Argentina,Saudi Arabia,3,2,Friendly,False
2021-01-08,Uruguay,Japan,2,0,Friendly,True
2021-01-10,USA,Denmark,5,1,Friendly,False
2021-01-11,Colombia,Argentina,1,0,Friendly,True
2021-01-12,Belgium,Colombia,5,1,Friendly,False
2021-01-13,Denmark,Costa Rica,2,0,Friendly,False
2021-01-15,Qatar,Poland,1,2,Friendly,True
2021-01-16,Belgium,Morocco,1,3,Friendly,False
2021-01-17,Qatar,Poland,2,3,Friendly,False
2021-01-18,Colombia,Belgium,3,1,Friendly,False
2021-01-19,Germany,Uruguay,1,1,Friendly,False
2021-01-21,South Korea,Switzerland,3,1,Friendly,False
2021-01-22,USA,Ecuador,2,1,Friendly,False
2021-01-23,Morocco,USA,3,2,Friendly,False
2021-01-24,Poland,South Korea,1,1,Friendly,False
2021-01-26,Canada,South Korea,4,2,Friendly,True
2021-01-27,Portugal,South Korea,3,2,Friendly,False
2021-01-28,France,Belgium,5,0,Friendly,False
2021-01-29,Panama,Denmark,0,4,Friendly,False
2021-01-31,Brazil,Uruguay,1,0,Friendly,True
2021-02-01,Panama,Uruguay,0,1,Friendly,False
2021-02-02,Croatia,Italy,2,1,Friendly,True
2021-02-03,England,Mexico,1,0,Friendly,True
2021-02-04,Australia,Ecuador,1,4,Friendly,True
2021-02-06,England,Serbia,2,0,Friendly,False
2021-02-07,Brazil,Germany,0,2,Friendly,False
2021-02-08,England,Poland,4,1,Friendly,False
2021-02-09,Canada,Morocco,3,1,Friendly,False
2021-02-11,Senegal,Australia,2,0,Friendly,False
2021-02-12,Portugal,Germany,2,3,Friendly,False
2021-02-13,Belgium,France,1,2,Friendly,False
2021-02-14,Switzerland,USA,5,1,Friendly,False
2021-02-16,Senegal,Costa Rica,1,1,Friendly,False
2021-02-17,New Zealand,Netherlands,1,0,Friendly,True
2021-02-18,Croatia,New Zealand,1,1,Friendly,False
2021-02-19,Saudi Arabia,Croatia,1,1,Friendly,False
2021-02-20,Netherlands,Poland,4,2,Friendly,False
2021-02-22,Spain,Argentina,1,4,Friendly,True
2021-02-23,France,Costa Rica,7,0,Friendly,False
2021-02-24,Switzerland,Mexico,0,1,Friendly,False
2021-02-25,Spain,Ghana,0,0,Friendly,False
2021-02-27,France,Switzerland,2,1,Friendly,False
2021-02-28,Spain,Qatar,1,0,Friendly,False
2021-03-01,Germany,Belgium,1,4,Friendly,True
2021-03-02,Colombia,England,3,1,Friendly,True
2021-03-03,Panama,Qatar,1,1,Friendly,False
2021-03-05,Costa Rica,Germany,1,0,Friendly,False
2021-03-06,Belgium,Spain,4,1,Friendly,False
2021-03-07,Denmark,France,2,1,Friendly,False
2021-03-08,Belgium,Qatar,4,0,Friendly,False
2021-03-10,England,Serbia,5,1,Friendly,False
2021-03-11,Spain,Netherlands,2,0,Friendly,False
2021-03-12,Croatia,Argentina,1,0,Friendly,False
2021-03-13,Costa Rica,Qatar,3,1,Friendly,False
2021-03-15,Senegal,Italy,0,4,Friendly,False
2021-03-16,Poland,Japan,2,1,Friendly,False
2021-03-17,Ghana,Japan,0,1,Friendly,True
2021-03-18,Morocco,Senegal,0,2,Friendly,False
2021-03-19,Australia,Croatia,2,6,Friendly,False
2021-03-21,England,Portugal,4,0,Friendly,False
2021-03-22,Senegal,USA,2,1,Friendly,True
2021-03-23,Argentina,Brazil,2,2,Friendly,False
2021-03-24,Netherlands,England,1,0,Friendly,False
2021-03-26,Ecuador,Switzerland,2,1,Friendly,False
2021-03-27,Mexico,Colombia,2,0,Friendly,False
2021-03-28,Mexico,Panama,1,0,Friendly,False
2021-03-29,Senegal,Croatia,4,2,Friendly,False
2021-03-31,Germany,Portugal,1,1,Friendly,True
2021-04-01,Canada,Germany,0,2,Friendly,False
2021-04-02,Canada,Germany,2,3,Friendly,False
2021-04-03,Croatia,Japan,3,2,Friendly,False
2021-04-04,Mexico,USA,1,3,Friendly,False
2021-04-06,Ghana,Poland,1,1,Friendly,False
2021-04-07,Uruguay,Qatar,3,0,Friendly,False
2021-04-08,Denmark,Saudi Arabia,3,1,Friendly,False
2021-04-09,Australia,Portugal,2,1,Friendly,False
2021-04-11,Portugal,Brazil,1,3,Friendly,False
2021-04-12,New Zealand,Denmark,2,2,Friendly,False
2021-04-13,Denmark,Serbia,1,0,Friendly,True
2021-04-14,England,Colombia,3,0,Friendly,False
2021-04-16,Germany,Denmark,3,2,Friendly,True
2021-04-17,Denmark,Morocco,1,2,Friendly,False
2021-04-18,Qatar,Germany,2,1,Friendly,True
2021-04-19,Croatia,Uruguay,1,0,Friendly,False
2021-04-20,Spain,Mexico,3,1,Friendly,True
2021-04-22,Belgium,Argentina,3,0,Friendly,False
2021-04-23,Qatar,South Korea,2,4,Friendly,False
2021-04-24,France,Spain,1,2,Friendly,False
2021-04-25,Mexico,New Zealand,1,0,Friendly,False
2021-04-27,USA,Netherlands,0,4,Friendly,True
2021-04-28,Belgium,Denmark,1,1,Friendly,False
2021-04-29,Germany,Switzerland,2,2,Friendly,False
2021-04-30,Argentina,Portugal,3,0,Friendly,False
2021-05-01,Brazil,England,2,1,Friendly,False
2021-05-03,Germany,Italy,3,0,Friendly,False
2021-05-04,Morocco,Panama,4,0,Friendly,False
2021-05-05,Australia,Spain,1,2,Friendly,False
2021-05-06,Uruguay,Denmark,4,2,Friendly,False
2021-05-08,Canada,Colombia,1,1,Friendly,False
2021-05-09,Serbia,Costa Rica,2,1,Friendly,True
2021-05-10,France,Senegal,4,1,Friendly,False
2021-05-11,Serbia,France,0,0,Friendly,True
2021-05-13,Belgium,Portugal,1,3,Friendly,False
2021-05-14,Ecuador,Mexico,1,1,Friendly,False
2021-05-15,Argentina,South Korea,5,2,Friendly,False
2021-05-16,Saudi Arabia,France,0,0,Friendly,False
2021-05-17,Switzerland,South Korea,1,0,Friendly,False
2021-05-19,Switzerland,Poland,1,0,Friendly,False
2021-05-20,Germany,Canada,3,0,Friendly,True
2021-05-21,Belgium,Germany,3,1,Friendly,False
2021-05-22,Italy,New Zealand,3,2,Friendly,True
2021-05-24,Mexico,Uruguay,2,1,Friendly,False
